
F:\rilley_elf\Labs\MPOZ3>ruby _run.rb 
375	0.344000
375	0.279999
375	0.280000
375	0.310000
375	0.154000
375	0.422000
375	0.169000
375	0.249000
375	0.296000
375	0.265000
375	0.215000
375	0.360999
375	0.222000
375	0.116000
375	0.077001
375	0.264000
375	0.131000
375	0.098000
375	0.127000
375	0.127000

F:\rilley_elf\Labs\MPOZ3>ruby _run.rb 
375	0.328000
375	0.279000
375	0.264000
375	0.266000
375	0.048000
375	0.188999
375	0.158999
375	0.250001
375	0.174999
375	0.188000
375	0.218001
375	0.392000
375	0.142000
375	0.266000
375	0.063999
375	0.264999
375	0.203000
375	0.215001
375	0.201000
375	0.233999

F:\rilley_elf\Labs\MPOZ3>ruby _run.rb 
375	0.328000
375	0.281000
375	0.252000
375	0.267000
375	0.172000
375	0.263999
375	0.123000
375	0.121001
375	0.188000
375	0.156999
375	0.168001
375	0.326001
375	0.203000
375	0.192000
375	0.206000
375	0.262000
375	0.238000
375	0.114000
375	0.197999
375	0.204000

F:\rilley_elf\Labs\MPOZ3>ruby _run.rb 
375	0.344000
375	0.265000
375	0.250000
375	0.203000
375	0.224001
375	0.249000
375	0.178001
375	0.093000
375	0.167000
375	0.217999
375	0.169000
375	0.251000
375	0.248000
375	0.082001
375	0.123000
375	0.236000
375	0.157000
375	0.281000
375	0.064999
375	0.236000
