
F:\rilley_elf\Labs\MPOZ3>ruby _run.rb 
287	0.187000
287	0.173000
287	0.109000
287	0.015999
287	0.188000
287	0.141000
287	0.096999
287	0.063000
287	0.156000
287	0.011000
287	0.043000
287	0.095000
287	0.126000
287	0.000000
287	0.158000
287	0.140000
287	0.046000
287	0.187000
287	0.016001
287	0.220000

F:\rilley_elf\Labs\MPOZ3>ruby _run.rb 
287	0.188000
287	0.155000
287	0.044000
287	0.204000
287	0.173000
287	0.126001
287	0.122001
287	0.108001
287	0.203000
287	0.000000
287	0.093000
287	0.092000
287	0.000000
287	0.032000
287	0.142000
287	0.204000
287	0.000000
287	0.124000
287	0.092000
287	0.125000

F:\rilley_elf\Labs\MPOZ3>ruby _run.rb 
287	0.187000
287	0.156000
287	0.122001
287	0.187000
287	0.187000
287	0.129000
287	0.110000
287	0.077000
287	0.128000
287	0.075999
287	0.155000
287	0.092000
287	0.000000
287	0.093999
287	0.093999
287	0.236000
287	0.159000
287	0.063000
287	0.124000
287	0.139000

F:\rilley_elf\Labs\MPOZ3>ruby _run.rb 
287	0.187000
287	0.234000
287	0.143000
287	0.062000
287	0.140000
287	0.095000
287	0.202000
287	0.000000
287	0.078000
287	0.139000
287	0.157000
287	0.079999
287	0.108000
287	0.000000
287	0.061000
287	0.038000
287	0.107000
287	0.060999
287	0.124000
287	0.093000
