
F:\rilley_elf\Labs\MPOZ3>ruby _run.rb 
784	1.140000
784	0.920001
784	0.889000
784	0.653000
784	0.636000
784	0.595001
784	0.573999
784	0.899000
784	0.290999
784	0.695001
784	0.454001
784	0.715001
784	0.705999
784	1.043999
784	0.751001
784	0.673000
784	0.607999
784	0.454000
784	0.953001
784	0.140001

F:\rilley_elf\Labs\MPOZ3>ruby _run.rb 
784	1.109000
784	0.862000
784	0.890000
784	0.574000
784	0.546000
784	0.405998
784	0.807000
784	0.908000
784	0.453001
784	0.555001
784	0.612998
784	0.848999
784	0.610001
784	0.843001
784	0.852001
784	0.734999
784	0.608999
784	0.530999
784	0.706000
784	0.267999

F:\rilley_elf\Labs\MPOZ3>ruby _run.rb 
784	1.125000
784	0.808999
784	0.875999
784	0.710999
784	0.646001
784	0.331001
784	0.704001
784	0.739999
784	0.569000
784	0.625999
784	0.404001
784	0.722999
784	0.782001
784	0.823999
784	0.832000
784	0.516997
784	0.451999
784	0.455000
784	0.910999
784	0.443001

F:\rilley_elf\Labs\MPOZ3>ruby _run.rb 
784	1.093000
784	0.857999
784	0.965000
784	0.736000
784	0.751001
784	0.604000
784	0.710001
784	0.654999
784	0.581000
784	0.551000
784	0.648000
784	0.620000
784	0.734998
784	0.902001
784	0.794000
784	0.687998
784	0.485000
784	0.493000
784	0.795000
784	0.040999

