
F:\rilley_elf\Labs\MPOZ3>ruby _run.rb 
1809	2.750000
1809	1.924000
1809	1.697002
1809	1.482001
1809	0.913999
1809	1.289001
1809	1.043000
1809	1.543002
1809	0.872002
1809	0.648001
1809	1.252998
1809	1.012999
1809	1.019000
1809	1.193000
1809	0.329000
1809	1.247002
1809	0.178000
1809	0.483999
1809	0.000000
1809	0.627999

F:\rilley_elf\Labs\MPOZ3>ruby _run.rb 
1809	2.765000
1809	1.573999
1809	1.942999
1809	1.247002
1809	0.942999
1809	2.132000
1809	0.953001
1809	1.799000
1809	1.392000
1809	1.385002
1809	1.465999
1809	0.661999
1809	0.974999
1809	1.044001
1809	0.295001
1809	1.616999
1809	0.280997
1809	0.420999
1809	0.163001
1809	0.642999

F:\rilley_elf\Labs\MPOZ3>ruby _run.rb 
1809	2.765000
1809	1.643002
1809	1.928001
1809	1.161999
1809	0.709998
1809	1.559003
1809	1.073000
1809	1.526000
1809	1.445002
1809	0.241000
1809	1.385002
1809	0.926003
1809	1.050001
1809	1.564001
1809	0.415002
1809	1.337001
1809	0.299997
1809	0.000000
1809	0.107001
1809	1.322002
